tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2000-03-08,4063,CORDOBA Nº 20,Córdoba,Protocolo 21,2000,22,SEDAN 3 PTAS,047,FORD,238,KA,1,Privado,Física,CORDOBA CAPITAL,CORDOBA,Masculino,1989,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2008-03-27,4063,CORDOBA Nº 20,Córdoba,Nacional,2008,12,SEDAN 4 PTAS,07,CITROEN,50,C4 1.6I X,1,Privado,Física,SALSIPUEDES,CORDOBA,Masculino,1981,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2017-07-12,4068,COSQUIN Nº 2,Córdoba,Protocolo 21,2017,05,SEDAN 5 PUERTAS,104,PEUGEOT,778,208 ALLURE 1.6,1,Privado,Física,VILLA GIARDINO,CORDOBA,Femenino,1962,ARGENTINA,50,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2001-01-09,4069,RIO CEBALLOS,Córdoba,Nacional,2001,12,SEDAN 4 PTAS,17,FIAT,58,SIENA S,1,Privado,Física,UNQUILLO,CORDOBA,Femenino,1966,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2010-01-05,4078,CORDOBA Nº 24,Córdoba,Protocolo 21,2010,02,SEDAN 4 PTAS,104,PEUGEOT,586,207 COMPACT XS 1.4,1,Privado,Física,CORDOBA,CORDOBA,Masculino,2007,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2006-10-04,4084,ONCATIVO,Córdoba,Protocolo 21,2006,14,CAMION,092,MERCEDES BENZ,759,LS- 1634,1,Privado,Física,ONCATIVO,CORDOBA,Masculino,1985,ARGENTINA,100,14,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2010-06-08,21063,CASILDA Nº 2,Santa Fe,Nacional,2010,17,SEDAN 5 PUERTAS,34,PEUGEOT,FD,307 XS 1.6 5P 110 CV,1,Privado,Física,CASILDA,SANTA FE,Masculino,1974,ARGENTINA,100,82,200
COMUNICACIÓN DE RECUPERO,2026-01-07,2014-03-31,7005,COMODORO RIVADAVIA Nº 2,Chubut,Protocolo 21,2014,04,RURAL 5 PUERTAS,112,RENAULT,932,DUSTER LUXE 2.0 4X2 NAV,1,Privado,Física,COMODORO RIVADAVIA,CHUBUT,Masculino,1981,ARGENTINA,100,26,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2012-04-27,10003,SAN SALVADOR DE JUJUY Nº 1,Jujuy,Protocolo 21,2012,22,SEDAN 3 PTAS,047,FORD,815,KA FLY VIRAL 1.0L,1,Privado,Física,ABRA PAMPA,JUJUY,Masculino,1987,ARGENTINA,100,38,200
COMUNICACIÓN DE RECUPERO,2026-01-07,2016-07-26,10007,PERICO,Jujuy,Nacional,2016,17,SEDAN 5 PUERTAS,17,FIAT,AY,PALIO (326) ATTRACTIVE 5P 1.4 8V,1,Privado,Física,LAS PAMPITAS - PERICO,JUJUY,Masculino,1984,ARGENTINA,100,38,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2008-03-31,13002,MENDOZA Nº 02,Mendoza,Protocolo 21,2008,05,SEDAN 5 PTAS,044,FIAT,665,PUNTO ELX 1.4,1,Privado,Física,EL PLUMERILLO,MENDOZA,Masculino,1982,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2000-12-01,13022,GENERAL SAN MARTIN Nº 3,Mendoza,Nacional,2000,20,PICK-UP,68,TOYOTA,08,HILUX 4X4 CABINA DOBLE SR5,1,Privado,Física,PALMIRA,MENDOZA,No identificado,1976,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2006-03-16,13028,MENDOZA Nº 16,Mendoza,Nacional,2006,12,SEDAN 4 PTAS,37,RENAULT,PZ,MEGANE TRI AUTHENTIQUE TD 1.9,1,Privado,Física,VILLA NUEVA,MENDOZA,Masculino,1981,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2024-10-22,13028,MENDOZA Nº 16,Mendoza,Nacional,2024,12,SEDAN 4 PUERTAS,17,FIAT,CR,CRONOS DRIVE 1.3 GSE CVT BZ,1,Privado,Física,MAIPU,MENDOZA,Masculino,1982,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2010-07-27,1001,ADROGUE Nº 1,Buenos Aires,Nacional,2010,22,FURGON,07,CITROEN,77,BERLINGO FURGON 1.6 HDI FULL,1,Privado,Física,JOSE MARMOL,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2016-06-30,1004,AVELLANEDA Nº 1,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,024,CHEVROLET,615,PRISMA 1.4 N LTZ,1,Privado,Física,VILLA DOMINICO,BUENOS AIRES,Femenino,1982,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2023-06-13,1023,CORONEL VIDAL,Buenos Aires,Nacional,2023,20,PICK-UP,53,VOLKSWAGEN,8U,AMAROK EXTREME V6 3.0L 258 CV,1,Privado,Física,SANTA CLARA,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2007-08-30,1045,LA PLATA Nº 03,Buenos Aires,Nacional,2007,17,SEDAN 5 PUERTAS,37,RENAULT,SX,KANGOO PACK PLUS 1.9,1,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1954,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2001-05-23,13032,MAIPU Nº 2,Mendoza,Protocolo 21,2001,11,PICK UP,024,CHEVROLET,.11,S10 2.8 DLX T.I.(CABINA DOBLE),1,Privado,Física,MAIPÚ,MENDOZA,Masculino,1979,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2010-01-15,1062,MERLO Nº 1,Buenos Aires,Protocolo 21,2010,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,MERLO,BUENOS AIRES,Masculino,1966,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2011-08-24,1062,MERLO Nº 1,Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PTAS,112,RENAULT,818,SANDERO STEPWAY PH2,1,Privado,Física,MERLO,BUENOS AIRES,No identificado,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1998-08-21,1065,MORON Nº 02,Buenos Aires,Importado,1998,04,RURAL 5 PTAS,058,HYUNDAI,019,ELANTRA 1.8 GLS,1,Privado,Física,MORON,BUENOS AIRES,No identificado,1981,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2001-10-25,19006,VILLA MERCEDES Nº 2,San Luis,Nacional,2001,12,SEDAN 4 PUERTAS,74,SEAT,25,CORDOBA 1.9 TDI 032,1,Privado,Física,VILLA MERCEDES,SAN LUIS,Femenino,1995,ARGENTINA,100,74,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2009-07-29,13033,MAIPÚ Nº 3,Mendoza,Protocolo 21,2009,11,PICK UP,136,VOLKSWAGEN,307,SAVEIRO 1.6,1,Privado,Física,RODEO DEL MEDIO,MENDOZA,No identificado,1989,ARGENTINA,100,50,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2005-09-08,13033,MAIPÚ Nº 3,Mendoza,Protocolo 21,2005,11,PICK UP,024,CHEVROLET,323,S10 2.8 T.I. (CABINA DOBLE),1,Privado,Física,FRAY LUIS BELTRAN,MENDOZA,No identificado,1997,ARGENTINA,100,50,200
COMUNICACIÓN DE RECUPERO,2026-01-07,2025-06-19,1087,SAN ISIDRO Nº 01,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,A16,YARIS S 1.5 CVT,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,BUENOS AIRES,No aplica,2015,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2012-03-06,1089,SAN MARTIN Nº 2,Buenos Aires,Protocolo 21,2012,05,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Femenino,1984,URUGUAY,100,06,225
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2017-07-26,1093,SAN PEDRO Nº 1,Buenos Aires,Protocolo 21,2017,82,PICK-UP CABINA DOBLE,136,VOLKSWAGEN,307,SAVEIRO 1.6,1,Privado,Física,SAN PEDRO,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2017-02-14,1096,TIGRE Nº 1,Buenos Aires,Protocolo 21,2017,10,TODO TERRENO,112,RENAULT,A13,DUSTER PH2 PRIVILEGE 2.0 4X4,1,Privado,Física,B° LA ALAMEDA - NORDELTA,BUENOS AIRES,Femenino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-12-04,1100,TRES DE FEBRERO Nº 1,Buenos Aires,Protocolo 21,2013,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,JOSE INGENIEROS,BUENOS AIRES,Femenino,1996,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1999-05-07,1113,SAN VICENTE,Buenos Aires,Nacional,1999,12,SEDAN 4 PTAS,53,VOLKSWAGEN,15,POLO CLASSIC SD,1,Privado,Física,GUERNICA,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1993-09-23,1119,MORON Nº 03,Buenos Aires,Nacional,1993,17,SEDAN 5 PTAS,19,FORD,40,ESCORT LX,1,Privado,Física,PALOMAR,BUENOS AIRES,No identificado,1965,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2016-05-23,1122,LOMAS DE ZAMORA Nº 2,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,024,CHEVROLET,614,PRISMA 1.4 N LT,1,Privado,Física,BANFIELD,BUENOS AIRES,Femenino,1956,ARGENTINA,50,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1998-12-09,1126,MAR DEL PLATA Nº 04,Buenos Aires,Importado,1997,13,FURGON,047,FORD,223,TRANSIT 190-L,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2011-06-23,1127,LA PLATA Nº 05,Buenos Aires,Protocolo 21,2011,22,SEDAN 3 PTAS,024,CHEVROLET,547,CELTA 1.4 LT,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1970,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2008-02-20,1134,LANUS Nº 3,Buenos Aires,Nacional,2008,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0 D,1,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,Masculino,1991,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2025-05-09,1136,ADROGUE Nº 2,Buenos Aires,Protocolo 21,2025,05,SEDAN 5 PUERTAS,130,TOYOTA,B90,YARIS XS 1.5 CVT,1,Privado,Física,BURZACO,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2015-02-12,1136,ADROGUE Nº 2,Buenos Aires,Nacional,2015,17,SEDAN 5 PUERTAS,34,PEUGEOT,ML,308 ALLURE 1.6N NAV,1,Privado,Física,ADROGUÉ,BUENOS AIRES,Masculino,1960,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-09-27,21015,ROSARIO Nº 03,Santa Fe,Nacional,2013,17,SEDAN 5 PUERTAS,34,PEUGEOT,LG,PARTNER PATAGONICA HDI 1.6 VTC PLUS,1,Privado,Física,FUNES,SANTA FE,Masculino,1986,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1999-01-05,21015,ROSARIO Nº 03,Santa Fe,Protocolo 21,1999,05,SEDAN 5 PTAS,047,FORD,227,FIESTA LX D,1,Privado,Física,ROSARIO,SANTA FE,Femenino,2001,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2024-09-04,1145,QUILMES Nº 4,Buenos Aires,Nacional,2024,17,SEDAN 5 PUERTAS,34,PEUGEOT,UC,208 STYLE AT AM24.5,1,Privado,Física,QUILMES,BUENOS AIRES,No identificado,1998,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2025-01-21,21021,SAN JUSTO,Santa Fe,Nacional,2025,20,PICK-UP,68,TOYOTA,DS,HILUX 4X4 DC SRX 2.8 TDI 6 AT HAR,1,Privado,Física,SAN JUSTO,SANTA FE,Masculino,1987,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1994-10-24,21039,ROSARIO Nº 06,Santa Fe,Nacional,1994,17,SEDAN 5 PTAS,37,RENAULT,90,RENAULT 19 RN BIC,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1964,ARGENTINA,100,82,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2023-06-26,1146,MERLO Nº 2,Buenos Aires,Nacional,2023,14,RURAL 4/5 PUERTAS,53,VOLKSWAGEN,8Y,TAOS HIGHLINE BI TONO 250 TSI AT,1,Privado,Física,MERLO,BUENOS AIRES,Femenino,1973,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2014-10-09,1150,AVELLANEDA Nº 3,Buenos Aires,Nacional,2014,26,CHASIS CON CABINA,29,MERCEDES BENZ,EL,BMO 693 VERSION ATRON 1720 48,1,Privado,Física,GERLI,BUENOS AIRES,Masculino,1957,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2004-10-27,1152,LA MATANZA Nº 04,Buenos Aires,Protocolo 21,2004,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1993-11-04,1152,LA MATANZA Nº 04,Buenos Aires,Nacional,1993,26,CHASIS C/CABINA,29,MERCEDES BENZ,59,OF 1215/45,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2010-09-06,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,07,CITROEN,64,C4 5P 2.0I 16V SX,1,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Femenino,1999,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1999-10-21,1153,LA MATANZA Nº 05,Buenos Aires,Nacional,1999,,FURGON 3000,29,MERCEDES BENZ,92,SPRINTER310D/F3000,1,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2014-11-26,1154,LA MATANZA Nº 06,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1996,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-01-16,1161,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Nacional,2013,20,PICK-UP,68,TOYOTA,58,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI 5 A/T C/CUERO,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1997,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-07-12,1163,MAR DEL PLATA Nº 05,Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,08,CHEVROLET,DC,CLASSIC 4 PTAS LS AA + DIR 1.4N,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1992,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2016-06-09,1163,MAR DEL PLATA Nº 05,Buenos Aires,Protocolo 21,2016,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,532,TAKE UP! 1.0 MPI,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,2000,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2018-01-04,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Importado,2018,04,RURAL 5 PUERTAS,G89,CHERY,043,TIGGO 5 2.0 LUXURY CVT,1,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,No identificado,1993,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2000-06-12,1169,OLIVOS Nº 05,Buenos Aires,Importado,2000,13,FURGON,063,IVECO,009,TURBO DAILY 35.10,1,Privado,Física,OLIVOS,BUENOS AIRES,Femenino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2011-01-18,1171,ESCOBAR Nº 1,Buenos Aires,Protocolo 21,2011,05,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,BELEN DE ESCOBAR,BUENOS AIRES,Femenino,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2025-01-21,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Nacional,2025,14,RURAL 4/5 PUERTAS,34,PEUGEOT,UF,2008 GT T200 AM24,1,Privado,Jurídica,LOMAS DE ZAMORA,BUENOS AIRES,No aplica,2014,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2010-04-13,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Protocolo 21,2010,05,SEDAN 5 PTAS,044,FIAT,663,IDEA ELX 1.4 MPI 8V,1,Privado,Física,TEMPERLEY,BUENOS AIRES,No identificado,1977,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1998-08-13,1180,CAMPANA Nº 2,Buenos Aires,Nacional,1998,12,SEDAN 4 PTAS,17,FIAT,11,DUNA SD,1,Privado,Física,CAMPANA,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2009-03-19,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Protocolo 21,2009,04,RURAL 5 PTAS,047,FORD,600,ECOSPORT 1.4L TDCI 4X2 XLS,1,Privado,Física,CIUDADELA,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-06-24,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Nacional,2013,17,SEDAN 5 PUERTAS,19,FORD,VX,FOCUS TREND 1.6L NAFTA,1,Privado,Física,CIUDADELA,BUENOS AIRES,Femenino,1974,ARGENTINA,100,06,200
COMUNICACIÓN DE RECUPERO,2026-01-07,2015-06-01,1183,OLIVOS Nº 06,Buenos Aires,Importado,2015,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,369,VOLKSWAGEN VENTO 2.0TDI,1,Privado,Jurídica,MUNRO,BUENOS AIRES,No aplica,2003,No aplica,100,06,
COMUNICACIÓN DE RECUPERO,2026-01-07,2020-10-02,1183,OLIVOS Nº 06,Buenos Aires,Nacional,2020,20,PICK-UP,68,TOYOTA,95,HILUX 4X4 D/C SRV 2.8 TDI 6 M/T,1,Privado,Jurídica,OLIVOS,BUENOS AIRES,No aplica,1990,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1997-01-20,1185,ADROGUE Nº 3,Buenos Aires,Importado,1997,22,SEDAN 3 PTAS,104,PEUGEOT,120,205 GL,1,Privado,Física,BURZACO,BUENOS AIRES,No identificado,1986,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2005-02-18,1186,MORENO Nº 2,Buenos Aires,Nacional,2005,20,PICK-UP,19,FORD,SB,RANGER DC 4X2 XL PLUS 2.8L D,1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1960,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2012-01-03,1186,MORENO Nº 2,Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,34,PEUGEOT,JP,207 COMPACT XT 1.6 5P,1,Privado,Física,MORENO,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2017-02-20,1195,TIGRE Nº 3,Buenos Aires,Importado,2017,04,RURAL 5 PUERTAS,024,CHEVROLET,630,CHEVROLET TRACKER FWD LTZ,1,Privado,Física,TIGRE,BUENOS AIRES,Masculino,1983,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2016-07-12,1196,LA PLATA Nº 08,Buenos Aires,Nacional,2016,20,PICK-UP,68,TOYOTA,92,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,1,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,2010,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,1992-06-12,1196,LA PLATA Nº 08,Buenos Aires,Nacional,1992,20,PICK-UP,19,FORD,11,F-100,1,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2012-07-05,1199,LANUS Nº 6,Buenos Aires,Protocolo 21,2012,05,SEDAN 5 PUERTAS,044,FIAT,729,PUNTO ATTRACTIVE 1.4 8V,1,Privado,Física,LANUS ESTE,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2018-03-05,15004,NEUQUEN Nº 2,Neuquén,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,638,POLO TRENDLINE 1.6 MSI 110CV,1,Privado,Física,NEUQUEN,NEUQUEN,Femenino,1980,ARGENTINA,50,58,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2007-04-16,1201,MAR DEL PLATA Nº 08,Buenos Aires,Protocolo 21,2007,02,SEDAN 4 PTAS,044,FIAT,606,SIENA ELX 1.7 TD,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1955,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2009-05-08,1203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Nacional,2009,12,SEDAN 4 PTAS,34,PEUGEOT,GA,307 XS 1.6 4P 110 CV,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2007-07-10,1204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,2007,02,SEDAN 4 PUERTAS,044,FIAT,605,SIENA HLX 1.8MPI 8V,1,Privado,Física,VILLA DE MAYO,BUENOS AIRES,Masculino,2000,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2004-06-16,1208,MERCEDES Nº 2,Buenos Aires,Protocolo 21,2004,04,RURAL 5 PTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,MERCEDES,BUENOS AIRES,Masculino,1973,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-04-17,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2013,17,SEDAN 5 PUERTAS,34,PEUGEOT,MK,308 SPORT,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1967,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-05-20,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2013,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,496,VOYAGE 1.6 GP,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1985,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2006-01-05,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2006,04,RURAL 5 PUERTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1950,ARGENTINA,100,06,200
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2012-05-29,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2012,17,SEDAN 5 PTAS,37,RENAULT,VA,KANGOO AUTH.PLUS 1.5 DA AA CD PK 2P,1,Privado,Física,NUEVE DE ABRIL,BUENOS AIRES,Masculino,1985,PARAGUAY,100,06,221
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2026-01-07,2013-08-02,1216,QUILMES Nº 7,Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,34,PEUGEOT,KW,408 ALLURE 2.0N,1,Privado,Física,QUILMES,BUENOS AIRES,No identificado,1970,ARGENTINA,100,06,200
